# Weather station Espoo / Tapiola, Finland, WMO_ID=2985,selection from 01.01.2019 till 19.10.2021, all days
# Encoding: UTF-8
# The data is provided by the website ""Reliable Prognosis"", rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=2985&lang=en
#
Local time in Espoo / Tapiola,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.10.2021 21:00,11.3,767.9,768.6,,81,Wind blowing from the south-east,5,8,8,"10%  or less, but not 0",No significant weather observed. ,,,9.2,12.2,,"10%  or less, but not 0",1000-1500,,,24.0,8.2,No precipitation,12,,,,
02.10.2021 18:00,11.3,767.9,768.6,,81,Wind blowing from the east,3,4,,no clouds,No significant weather observed. ,,,,,,,,,,22.0,8.2,No precipitation,1,,,,
02.10.2021 15:00,12.0,768.5,769.2,,76,Wind blowing from the south-east,4,6,8,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1000-1500,,,27.0,7.9,No precipitation,1,,,,
02.10.2021 12:00,11.0,769.2,769.9,,84,Wind blowing from the south-east,5,8,8,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,17.0,8.4,No precipitation,1,,,,
02.10.2021 09:00,9.5,769.3,770.0,,88,Wind blowing from the south-southeast,3,6,,100%.,No significant weather observed. ,,,9.4,10.4,,100%.,300-600,,,25.0,7.6,No precipitation,12,,,,
02.10.2021 06:00,9.9,769.3,770.0,,85,Wind blowing from the south-southeast,4,7,7,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,29.0,7.4,No precipitation,1,,,,
02.10.2021 03:00,10.0,769.9,770.5,,89,Wind blowing from the south-southeast,4,,,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,22.0,8.3,No precipitation,1,,,,
02.10.2021 00:00,10.0,770.1,770.8,,90,Wind blowing from the south,4,6,8,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,21.0,8.4,No precipitation,1,,,,
01.10.2021 21:00,10.4,770.0,770.8,,90,Wind blowing from the south,5,,10,"90  or more, but not 100%",No significant weather observed. ,,,8.5,11.2,,"90  or more, but not 100%",300-600,,,21.0,8.8,0.2,12,,,,
01.10.2021 18:00,10.6,770.0,770.7,,92,Wind blowing from the south-southeast,3,6,,100%.,No significant weather observed. ,,,,,,100%.,200-300,,,15.0,9.3,No precipitation,1,,,,
01.10.2021 15:00,10.7,770.3,771.0,,92,Wind blowing from the south-southeast,4,7,7,100%.,No significant weather observed. ,,,,,,100%.,100-200,,,11.0,9.5,No precipitation,1,,,,
01.10.2021 12:00,9.6,770.1,770.8,,97,Wind blowing from the south,3,6,6,100%.,Mist. ,,,,,,100%.,100-200,,,6.0,9.1,No precipitation,1,,,,
01.10.2021 09:00,8.5,769.6,770.3,,97,Wind blowing from the south-southeast,3,6,6,100%.,"Drizzle, not freezing, moderate. ",,,8.2,9.7,,100%.,100-200,,,4.9,8.0,0.6,12,,,,
01.10.2021 06:00,9.0,769.6,770.3,,86,Wind blowing from the south-southeast,4,,,100%.,"Rain, not freezing, slight. ",,,,,,100%.,300-600,,,17.0,6.8,No precipitation,1,,,,
01.10.2021 03:00,9.3,770.2,770.8,,81,Wind blowing from the south-southeast,5,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,70 – 80%.,600-1000,,,30.0,6.2,No precipitation,1,,,,
01.10.2021 00:00,8.9,770.6,771.3,,79,Wind blowing from the south-southeast,4,9,9,60%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,28.0,5.5,No precipitation,1,,,,
30.09.2021 21:00,9.6,770.9,771.7,,75,Wind blowing from the east-southeast,3,,,100%.,No significant weather observed. ,,,9.2,10.2,,100%.,600-1000,,,29.0,5.3,No precipitation,12,,,,
30.09.2021 18:00,9.7,770.8,771.6,,73,Wind blowing from the east-southeast,4,,8,100%.,No significant weather observed. ,,,,,,100%.,1500-2000,,,40.0,5.0,No precipitation,1,,,,
30.09.2021 15:00,9.8,771.7,772.4,,68,Wind blowing from the east-southeast,4,7,8,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,35.0,4.1,No precipitation,1,,,,
30.09.2021 12:00,9.7,772.4,773.1,,64,Wind blowing from the south-east,6,10,11,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,30.0,3.2,No precipitation,1,,,,
30.09.2021 09:00,9.9,772.3,773.0,,75,Wind blowing from the south-southeast,5,9,11,100%.,No significant weather observed. ,,,9.6,10.4,,100%.,1500-2000,,,30.0,5.7,No precipitation,12,,,,
30.09.2021 06:00,9.8,772.5,773.2,,86,Wind blowing from the south-east,4,9,9,100%.,No significant weather observed. ,,,,,,100%.,1500-2000,,,30.0,7.6,No precipitation,1,,,,
30.09.2021 03:00,9.7,773.1,773.8,,90,Wind blowing from the south-east,4,6,8,100%.,No significant weather observed. ,,,,,,100%.,1500-2000,,,30.0,8.1,No precipitation,1,,,,
30.09.2021 00:00,9.9,773.3,774.0,,87,Wind blowing from the south-southeast,4,7,,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,35.0,7.8,No precipitation,1,,,,
29.09.2021 21:00,10.4,773.5,774.1,,80,Wind blowing from the south-east,3,6,6,100%.,No significant weather observed. ,,,9.9,10.8,,100%.,1500-2000,,,30.0,7.0,No precipitation,12,,,,
29.09.2021 18:00,10.4,773.7,774.4,,86,Wind blowing from the east-southeast,2,4,4,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,24.0,8.2,No precipitation,1,,,,
29.09.2021 15:00,10.6,774.4,775.0,,85,Wind blowing from the south-east,3,6,6,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,25.0,8.2,No precipitation,1,,,,
29.09.2021 12:00,10.2,774.6,775.3,,86,Wind blowing from the south-east,4,6,6,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",200-300,,,22.0,7.9,No precipitation,1,,,,
29.09.2021 09:00,9.9,774.4,775.1,,88,Wind blowing from the south-east,4,6,,100%.,No significant weather observed. ,,,7.0,9.9,,100%.,300-600,,,22.0,7.9,No precipitation,12,,,,
29.09.2021 06:00,8.0,774.5,775.2,,95,Wind blowing from the east,2,4,4,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,11.0,7.3,No precipitation,1,,,,
29.09.2021 03:00,7.5,774.8,775.6,,95,Wind blowing from the south-east,2,3,4,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,10.0,6.8,No precipitation,1,,,,
29.09.2021 00:00,7.5,774.8,775.6,,93,Wind blowing from the east,2,3,4,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,15.0,6.5,No precipitation,1,,,,
28.09.2021 21:00,9.5,774.6,775.3,,82,Wind blowing from the east,4,7,8,"90  or more, but not 100%",No significant weather observed. ,,,4.5,11.8,,"90  or more, but not 100%",300-600,,,30.0,6.5,No precipitation,12,,,,
28.09.2021 18:00,10.1,774.3,775.0,,77,Wind blowing from the east-southeast,4,8,8,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,35.0,6.2,No precipitation,1,,,,
28.09.2021 15:00,11.2,774.4,775.0,,78,Wind blowing from the east-southeast,4,8,9,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,25.0,7.4,No precipitation,1,,,,
28.09.2021 12:00,11.0,773.8,774.6,,84,Wind blowing from the east-southeast,3,,7,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,20.0,8.3,No precipitation,1,,,,
28.09.2021 09:00,4.5,773.4,774.1,,100,Wind blowing from the east,3,4,4,no clouds,Mist. ,,,2.2,6.1,,,,,,4.9,4.5,No precipitation,12,,,,
28.09.2021 06:00,2.4,773.2,773.9,,99,Wind blowing from the east-northeast,3,3,3,20–30%.,Mist. ,,,,,,20–30%.,1000-1500,,,8.0,2.3,No precipitation,1,,,,
28.09.2021 03:00,2.8,773.1,773.8,,100,Wind blowing from the east-northeast,3,3,3,no clouds,No significant weather observed. ,,,,,,,,,,12.0,2.8,No precipitation,1,,,,
28.09.2021 00:00,4.0,772.9,773.6,,99,Wind blowing from the east-northeast,2,2,3,no clouds,No significant weather observed. ,,,,,,,,,,12.0,3.9,No precipitation,1,,,,
27.09.2021 21:00,6.1,772.6,773.3,,99,Wind blowing from the east,2,3,3,no clouds,Mist. ,,,4.7,12.1,,,,,,8.0,5.9,No precipitation,12,,,,
27.09.2021 18:00,10.7,772.6,773.4,,85,Wind blowing from the south-east,3,4,5,no clouds,No significant weather observed. ,,,,,,,,,,40.0,8.2,No precipitation,1,,,,
27.09.2021 15:00,11.7,773.0,773.7,,78,Wind blowing from the east-southeast,4,5,,no clouds,No significant weather observed. ,,,,,,,,,,40.0,7.9,No precipitation,1,,,,
27.09.2021 12:00,11.5,772.9,773.5,,80,Wind blowing from the south-east,3,5,5,no clouds,No significant weather observed. ,,,,,,,,,,40.0,8.2,No precipitation,1,,,,
27.09.2021 09:00,4.8,772.0,772.7,,99,Wind blowing from the north-east,2,2,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, has begun or become thicker during the past hour. ",,,2.3,6.7,,Sky obscured by fog and/or other meteorological phenomena.,,,,0.2,4.7,No precipitation,12,,,,
27.09.2021 06:00,2.3,771.4,772.2,,100,Wind blowing from the north-east,2,,,no clouds,No significant weather observed. ,,,,,,,,,,15.0,2.3,No precipitation,1,,,,
27.09.2021 03:00,3.0,770.5,771.2,,99,Wind blowing from the north-northeast,2,,3,no clouds,No significant weather observed. ,,,,,,,,,,21.0,2.9,No precipitation,1,,,,
27.09.2021 00:00,4.6,769.3,770.0,,99,Wind blowing from the north-northeast,2,,,no clouds,No significant weather observed. ,,,,,,,,,,23.0,4.5,No precipitation,1,,,,
26.09.2021 21:00,6.7,768.1,768.9,,97,Wind blowing from the north-northwest,1,2,2,no clouds,No significant weather observed. ,,,6.7,14.9,,,,,,45.0,6.3,No precipitation,12,,,,
26.09.2021 18:00,13.6,767.1,767.8,,55,Wind blowing from the north,2,4,5,no clouds,No significant weather observed. ,,,,,,,,,,50.0,4.7,No precipitation,1,,,,
26.09.2021 15:00,14.5,765.8,766.5,,53,Wind blowing from the north,3,6,8,no clouds,No significant weather observed. ,,,,,,,,,,45.0,5.0,No precipitation,1,,,,
26.09.2021 12:00,11.7,764.6,765.3,,66,Wind blowing from the north-northwest,4,6,8,no clouds,No significant weather observed. ,,,,,,,,,,45.0,5.6,No precipitation,1,,,,
26.09.2021 09:00,8.0,762.7,763.4,,85,Wind blowing from the north-west,3,4,6,no clouds,No significant weather observed. ,,,6.7,11.9,,,,,,50.0,5.6,No precipitation,12,,,,
26.09.2021 06:00,9.1,760.3,761.0,,78,Wind blowing from the west-northwest,4,7,7,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,50.0,5.4,No precipitation,1,,,,
26.09.2021 03:00,9.7,757.6,758.3,,76,Wind blowing from the north-west,4,7,9,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,50.0,5.7,No precipitation,1,,,,
26.09.2021 00:00,10.3,754.7,755.4,,80,Wind blowing from the west-northwest,5,7,8,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",600-1000,,,50.0,7.0,No precipitation,1,,,,
25.09.2021 21:00,11.9,752.5,753.1,,75,Wind blowing from the west-northwest,5,8,8,"90  or more, but not 100%",No significant weather observed. ,,,8.7,12.9,,"90  or more, but not 100%",1500-2000,,,45.0,7.5,No precipitation,12,,,,
25.09.2021 18:00,12.1,750.6,751.3,,76,Wind blowing from the west-southwest,3,4,6,20–30%.,No significant weather observed. ,,,,,,20–30%.,1000-1500,,,45.0,8.0,No precipitation,1,,,,
25.09.2021 15:00,11.9,748.4,749.1,,76,Wind blowing from the west-northwest,5,7,8,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,45.0,7.8,No precipitation,1,,,,
25.09.2021 12:00,10.0,746.8,747.4,,87,Wind blowing from the west-northwest,3,4,4,100%.,No significant weather observed. ,,,,,,100%.,200-300,,,40.0,7.9,No precipitation,1,,,,
25.09.2021 09:00,8.7,745.6,746.2,,96,Wind blowing from the west-southwest,2,3,4,100%.,No significant weather observed. ,,,8.0,8.9,,100%.,100-200,,,25.0,8.1,4,12,,,,
25.09.2021 06:00,8.3,745.2,745.9,,97,Wind blowing from the west,3,4,4,100%.,No significant weather observed. ,,,,,,100%.,100-200,,,26.0,7.8,No precipitation,1,,,,
25.09.2021 03:00,8.5,745.6,746.2,,97,Wind blowing from the west,2,4,5,100%.,"Rain, not freezing, slight. ",,,,,,100%.,300-600,,,16.0,8.0,0.2,1,,,,
25.09.2021 00:00,8.5,746.5,747.1,,98,Wind blowing from the south,3,5,6,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,100-200,,,8.0,8.2,0.4,1,,,,
24.09.2021 21:00,8.9,747.7,748.4,,86,Wind blowing from the south-southeast,3,6,7,100%.,No significant weather observed. ,,,7.7,9.2,,100%.,300-600,,,50.0,6.7,0.1,12,,,,
24.09.2021 18:00,9.1,747.9,748.6,,83,Wind blowing from the east-southeast,3,,7,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,40.0,6.4,No precipitation,1,,,,
24.09.2021 15:00,8.8,747.1,747.7,,89,Wind blowing from the east,4,7,8,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,300-600,,,20.0,7.1,No precipitation,1,,,,
24.09.2021 12:00,8.4,745.4,746.1,,90,Wind blowing from the east,5,9,10,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,25.0,6.9,No precipitation,1,,,,
24.09.2021 09:00,7.9,743.6,744.3,,95,Wind blowing from the east,7,14,14,100%.,"Drizzle, not freezing, moderate. ",,,7.6,9.2,,100%.,200-300,,,16.0,7.1,18,12,,,,
24.09.2021 06:00,7.7,741.7,742.5,,95,Wind blowing from the east,7,13,16,100%.,"Drizzle, not freezing, heavy. ",,,,,,100%.,300-600,,,7.0,6.9,0.1,1,,,,
24.09.2021 03:00,7.9,741.1,741.8,,95,Wind blowing from the east-southeast,7,14,16,100%.,"Rain, not freezing, slight. ",,,,,,100%.,200-300,,,9.0,7.2,2,1,,,,
24.09.2021 00:00,8.2,742.3,743.0,,95,Wind blowing from the east-southeast,7,17,17,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,200-300,,,4.9,7.4,2,1,,,,
23.09.2021 21:00,9.3,744.5,745.2,,85,Wind blowing from the south-east,8,16,16,100%.,"Rain, not freezing, slight. ",,,8.5,10.5,,100%.,600-1000,,,16.0,6.8,No precipitation,12,,,,
23.09.2021 18:00,9.7,747.7,748.3,,74,Wind blowing from the south-east,7,11,13,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,30.0,5.3,No precipitation,1,,,,
23.09.2021 15:00,9.6,751.3,751.9,,76,Wind blowing from the south-east,7,11,11,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,30.0,5.6,No precipitation,1,,,,
23.09.2021 12:00,9.3,754.5,755.2,,77,Wind blowing from the south-southeast,6,11,11,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,40.0,5.5,No precipitation,1,,,,
23.09.2021 09:00,8.5,756.8,757.5,,82,Wind blowing from the south-southeast,5,9,10,"90  or more, but not 100%",No significant weather observed. ,,,2.5,8.5,,"90  or more, but not 100%",300-600,,,35.0,5.5,No precipitation,12,,,,
23.09.2021 06:00,5.1,758.7,759.4,,99,Wind blowing from the south,3,6,6,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,17.0,4.9,No precipitation,1,,,,
23.09.2021 03:00,4.2,760.9,761.5,,99,Wind blowing from the east,1,1,2,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,12.0,4.0,No precipitation,1,,,,
23.09.2021 00:00,3.0,762.7,763.4,,99,"Calm, no wind",0,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,13.0,2.9,No precipitation,1,,,,
22.09.2021 21:00,4.5,763.8,764.5,,98,Wind blowing from the west-southwest,1,2,2,no clouds,No significant weather observed. ,,,3.2,11.1,,,,,,15.0,4.2,No precipitation,12,,,,
22.09.2021 18:00,8.0,764.8,765.5,,83,Wind blowing from the south-southwest,2,3,4,no clouds,No significant weather observed. ,,,,,,,,,,35.0,5.3,No precipitation,1,,,,
22.09.2021 15:00,10.5,765.7,766.5,,65,Wind blowing from the south-southeast,2,5,5,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,35.0,4.2,No precipitation,1,,,,
22.09.2021 12:00,8.9,766.8,767.5,,67,Wind blowing from the north-east,3,5,6,no clouds,No significant weather observed. ,,,,,,,,,,45.0,3.1,No precipitation,1,,,,
22.09.2021 09:00,3.2,766.9,767.6,,93,Wind blowing from the north-northeast,3,4,5,no clouds,No significant weather observed. ,,,0.0,4.4,,,,,,27.0,2.2,No precipitation,12,,,,
22.09.2021 06:00,0.5,766.9,767.6,,96,Wind blowing from the north,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,25.0,0.0,No precipitation,1,,,,
22.09.2021 03:00,1.3,766.6,767.4,,97,Wind blowing from the north-northeast,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,17.0,0.9,No precipitation,1,,,,
22.09.2021 00:00,3.9,766.4,767.1,,90,Wind blowing from the north-northeast,3,5,5,no clouds,No significant weather observed. ,,,,,,,,,,30.0,2.4,No precipitation,1,,,,
21.09.2021 21:00,4.2,766.6,767.3,,94,Wind blowing from the north-northwest,3,3,4,50%.,No significant weather observed. ,,,4.2,8.8,,50%.,"2500 or more, or no clouds.",,,30.0,3.3,No precipitation,12,,,,
21.09.2021 18:00,7.6,766.0,766.7,,77,Wind blowing from the north,2,4,5,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,40.0,3.7,No precipitation,1,,,,
21.09.2021 15:00,8.3,766.0,766.7,,74,Wind blowing from the north-northeast,2,3,4,100%.,No significant weather observed. ,,,,,,100%.,1500-2000,,,40.0,3.9,No precipitation,1,,,,
21.09.2021 12:00,7.5,766.4,767.1,,75,Wind blowing from the north-northeast,2,3,5,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,40.0,3.4,No precipitation,1,,,,
21.09.2021 09:00,5.0,766.7,767.4,,85,Wind blowing from the north-east,4,5,6,no clouds,No significant weather observed. ,,,4.4,6.7,,,,,,40.0,2.6,No precipitation,12,,,,
21.09.2021 06:00,5.2,767.2,767.8,,82,Wind blowing from the north-northeast,4,6,6,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,50.0,2.3,No precipitation,1,,,,
21.09.2021 03:00,5.6,767.8,768.4,,76,Wind blowing from the north-northeast,4,7,8,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,50.0,1.7,No precipitation,1,,,,
21.09.2021 00:00,5.8,768.5,769.3,,73,Wind blowing from the north-northeast,4,6,7,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1000-1500,,,45.0,1.3,No precipitation,1,,,,
20.09.2021 21:00,6.7,769.3,770.0,,69,Wind blowing from the north-east,4,7,10,100%.,No significant weather observed. ,,,6.6,10.0,,100%.,600-1000,,,50.0,1.3,No precipitation,12,,,,
20.09.2021 18:00,9.0,768.8,769.5,,63,Wind blowing from the north-east,4,7,9,20–30%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,45.0,2.2,No precipitation,1,,,,
20.09.2021 15:00,9.5,769.4,770.1,,57,Wind blowing from the north-east,5,10,10,20–30%.,No significant weather observed. ,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",,,45.0,1.4,No precipitation,1,,,,
20.09.2021 12:00,8.4,770.2,770.8,,61,Wind blowing from the east-northeast,6,10,11,20–30%.,No significant weather observed. ,,,,,,20–30%.,600-1000,,,45.0,1.2,No precipitation,1,,,,
20.09.2021 09:00,7.1,770.2,770.8,,67,Wind blowing from the north-east,4,7,9,100%.,No significant weather observed. ,,,6.4,8.1,,100%.,1000-1500,,,40.0,1.3,No precipitation,12,,,,
20.09.2021 06:00,6.5,770.0,770.7,,72,Wind blowing from the north-northeast,4,8,9,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,45.0,1.7,No precipitation,1,,,,
20.09.2021 03:00,6.6,769.9,770.5,,71,Wind blowing from the north-east,5,7,9,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,45.0,1.7,No precipitation,1,,,,
20.09.2021 00:00,6.7,770.0,770.7,,67,Wind blowing from the north-east,5,7,10,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,45.0,1.0,No precipitation,1,,,,
19.09.2021 21:00,8.1,769.6,770.2,,70,Wind blowing from the east-northeast,5,8,9,100%.,No significant weather observed. ,,,7.6,10.3,,100%.,1000-1500,,,35.0,2.8,No precipitation,12,,,,
19.09.2021 18:00,9.1,769.0,769.7,,61,Wind blowing from the east-northeast,5,9,10,40%.,No significant weather observed. ,,,,,,40%.,1000-1500,,,40.0,1.9,No precipitation,1,,,,
19.09.2021 15:00,9.1,769.5,770.2,,63,Wind blowing from the east-northeast,6,9,11,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,30.0,2.3,No precipitation,1,,,,
19.09.2021 12:00,8.6,769.8,770.5,,67,Wind blowing from the east-northeast,6,10,10,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,35.0,2.7,No precipitation,1,,,,
19.09.2021 09:00,7.7,769.7,770.4,,68,Wind blowing from the north-east,4,8,9,100%.,No significant weather observed. ,,,7.4,8.6,,100%.,1000-1500,,,45.0,2.2,No precipitation,12,,,,
19.09.2021 06:00,7.5,769.2,769.9,,75,Wind blowing from the north-east,4,7,7,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,40.0,3.3,No precipitation,1,,,,
19.09.2021 03:00,7.9,769.1,769.9,,75,Wind blowing from the north-east,4,7,8,100%.,Rain (not freezing). ,,,,,,100%.,600-1000,,,30.0,3.7,No precipitation,1,,,,
19.09.2021 00:00,8.5,769.2,769.9,,75,Wind blowing from the north-east,5,8,8,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,45.0,4.3,No precipitation,1,,,,
18.09.2021 21:00,8.1,769.0,769.7,,78,Wind blowing from the north-east,4,5,5,"90  or more, but not 100%",No significant weather observed. ,,,7.2,10.8,,"90  or more, but not 100%",1000-1500,,,40.0,4.4,0.3,12,,,,
18.09.2021 18:00,9.7,768.9,769.6,,65,Wind blowing from the east-northeast,5,9,11,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1000-1500,,,45.0,3.4,No precipitation,1,,,,
18.09.2021 15:00,10.5,769.4,770.1,,68,Wind blowing from the east-northeast,4,8,10,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,1000-1500,,,45.0,4.7,No precipitation,1,,,,
