# Weather station Cairo (airport), Egypt, WMO_ID=62366,selection from 06.01.2019 till 15.10.2021, all days
# Encoding: ANSI
# The data is provided by the website Reliable Prognosis, rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=62366&lang=en
#
Local time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.10.2021 23:00,22.8,753.8,759.4,0.2,69,Wind blowing from the north-northwest,4,,,20�30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,16.8,,,,,,
01.10.2021 20:00,25,753.6,759.1,1.8,59,Wind blowing from the north,7,,,20�30%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,30,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,16.3,,,,,,
01.10.2021 17:00,28.7,751.8,757.3,-0.2,42,Wind blowing from the north-northwest,6,,,20�30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,14.5,,,,,,
01.10.2021 14:00,29.1,752,757.5,-1.5,45,Wind blowing from the north-west,6,,,no clouds, ,,,,,,,,,,10,16,,,,,,
01.10.2021 11:00,26.6,753.5,759,-0.3,57,Wind blowing from the north-northwest,4,,,20�30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.4,,,,,,
01.10.2021 08:00,22.6,753.8,759.4,0.7,74,Wind blowing from the north-northeast,4,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.8,,,,,,
01.10.2021 05:00,22.1,753.1,758.7,-0.3,78,Wind blowing from the north,3,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,18.1,,,,,,
01.10.2021 02:00,22.8,753.4,759,-0.4,77,Wind blowing from the north,5,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,18.6,,,,,,
30.09.2021 23:00,24,753.8,759.4,0.5,71,Wind blowing from the north,3,,,no clouds, ,,,,,,,,,,10,18.5,,,,,,
30.09.2021 20:00,26.4,753.3,758.8,1.4,60,Wind blowing from the north,7,,,no clouds,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,31.5,,,,,,6,18,,,,,,
30.09.2021 17:00,30.4,751.9,757.3,-0.3,43,Wind blowing from the north,5,,,20�30%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,16.6,,,,,,
30.09.2021 14:00,31.8,752.2,757.6,-1.6,39,Wind blowing from the north,5,,,no clouds, ,,,,,,,,,,10,16.2,,,,,,
30.09.2021 11:00,27.5,753.8,759.3,-0.3,56,Wind blowing from the north-northwest,3,,,20�30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.9,,,,,,
30.09.2021 08:00,24,754.1,759.7,0.6,81,Wind blowing from the north,1,,,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,20.5,,,,,,
30.09.2021 05:00,22.8,753.5,759.1,0,83,Wind blowing from the north-northwest,3,,,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,19.8,,,,,,
30.09.2021 02:00,23.6,753.5,759.1,-0.6,78,Wind blowing from the north,4,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,19.5,,,,,,
29.09.2021 23:00,24.4,754.1,759.7,0.2,73,Wind blowing from the north-northwest,4,,,no clouds, ,,,,,,,,,,10,19.2,,,,,,
29.09.2021 20:00,27,753.9,759.4,1.3,53,Wind blowing from the north,6,,,no clouds, ,,,,31,,,,,,10,16.6,,,,,,
29.09.2021 17:00,30.4,752.6,758,-1.2,41,Wind blowing from the north-west,6,,,no clouds, ,,,,,,,,,,10,15.7,,,,,,
29.09.2021 14:00,30.4,753.8,759.2,-0.9,40,Wind blowing from the north-northwest,2,,,no clouds, ,,,,,,,,,,10,15.3,,,,,,
29.09.2021 11:00,26.9,754.7,760.2,0.1,57,Wind blowing from the north-northwest,4,,,20�30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.7,,,,,,
29.09.2021 08:00,23.6,754.6,760.2,0.8,73,Wind blowing from the north-northwest,3,,,20�30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18.5,,,,,,
29.09.2021 05:00,24.4,753.8,759.4,-0.2,69,Wind blowing from the north-northwest,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,18.4,,,,,,
29.09.2021 02:00,23.3,754,759.6,-0.6,74,Wind blowing from the north,3,,,no clouds, ,,,,,,,,,,10,18.4,,,,,,
28.09.2021 23:00,24.5,754.6,760.2,0.5,68,Wind blowing from the north,4,,,no clouds, ,,,,,,,,,,10,18.2,,,,,,
28.09.2021 20:00,27.8,754.1,759.6,1.3,58,Wind blowing from the north-west,4,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,30.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18.7,,,,,,
28.09.2021 17:00,29.6,752.8,758.3,-0.5,41,Wind blowing from the west-northwest,5,,,no clouds, ,,,,,,,,,,10,15,,,,,,
28.09.2021 14:00,29.3,753.3,758.8,-1.2,43,Wind blowing from the north-west,4,,,no clouds, ,,,,,,,,,,10,15.4,,,,,,
28.09.2021 11:00,26.6,754.5,760,0.1,54,Wind blowing from the west,3,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,16.5,,,,,,
28.09.2021 08:00,23.5,754.4,760,0.6,71,Wind blowing from the north-northwest,2,,,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.9,,,,,,
28.09.2021 05:00,21.5,753.8,759.4,-0.3,76,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,10,17.1,,,,,,
28.09.2021 02:00,22.9,754.1,759.7,-0.6,73,Wind blowing from the north-northwest,2,,,20�30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.8,,,,,,
27.09.2021 23:00,23.8,754.7,760.3,,65,Wind blowing from the north-northwest,3,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,16.8,,,,,,
27.09.2021 17:00,28.4,753.9,759.4,0,44,Wind blowing from the west-northwest,6,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,14.9,,,,,,
27.09.2021 14:00,28.5,753.9,759.4,-1.2,43,Wind blowing from the west,3,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,14.7,,,,,,
27.09.2021 11:00,26.5,755.1,760.6,0.1,54,Wind blowing from the north-west,4,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,16.4,,,,,,
27.09.2021 08:00,23.1,755,760.6,0.5,72,Wind blowing from the west-northwest,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,,,,,,,6,17.8,,,,,,
27.09.2021 05:00,21.6,754.5,760.1,-0.2,79,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,17.8,,,,,,
27.09.2021 02:00,23,754.7,760.3,-0.6,73,Wind blowing from the north,4,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,17.9,,,,,,
26.09.2021 23:00,23.8,755.3,760.9,0.8,70,Wind blowing from the north,4,,,no clouds, ,,,,,,,,,,10,18,,,,,,
26.09.2021 20:00,26,754.5,760,0.9,57,Wind blowing from the north-northeast,7,,,no clouds, ,,,,29.9,,,,,,10,16.7,,,,,,
26.09.2021 17:00,28.9,753.6,759.1,-0.9,45,Wind blowing from the north-northwest,6,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,15.8,,,,,,
26.09.2021 14:00,29.3,754.5,760,-1.5,45,Wind blowing from the north,5,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,2000-2500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",10,16.1,,,,,,
26.09.2021 11:00,26.9,756,761.5,-0.1,53,Wind blowing from the north-east,5,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,2000-2500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",10,16.5,,,,,,
26.09.2021 08:00,22.8,756.1,761.7,0.5,68,Wind blowing from the north-east,4,,,50%., ,,,20.4,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,16.6,,,,,,
26.09.2021 05:00,20.4,755.6,761.2,0,77,Wind blowing from the north-east,4,,,20�30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,16.2,,,,,,
26.09.2021 02:00,22,755.6,761.2,,71,Wind blowing from the north,5,,,no clouds, ,,,,,,,,,,10,16.5,,,,,,
25.09.2021 20:00,24.4,755.6,761.2,0.8,57,Wind blowing from the north-northeast,8,,,no clouds, ,,,,29.4,,,,,,10,15.4,,,,,,
25.09.2021 17:00,28.1,754.8,760.3,-1.5,41,Wind blowing from the north-east,8,,,20�30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,13.6,,,,,,
25.09.2021 14:00,29.4,756.3,761.8,-0.6,38,Wind blowing from the north,5,,,20�30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,13.7,,,,,,
25.09.2021 11:00,26.8,756.9,762.4,0.6,46,Wind blowing from the north,6,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,14.2,,,,,,
25.09.2021 08:00,22.6,756.3,761.9,0.6,61,Wind blowing from the north,3,,,20�30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,14.6,,,,,,
25.09.2021 05:00,20.1,755.7,761.4,0.2,64,Wind blowing from the east-northeast,2,,,no clouds, ,,,,,,,,,,10,13.1,,,,,,
25.09.2021 02:00,21.5,755.5,761.1,-0.6,60,Wind blowing from the north,4,,,no clouds, ,,,,,,,,,,10,13.4,,,,,,
24.09.2021 23:00,22.5,756.1,761.7,0.8,58,Wind blowing from the north,4,,,no clouds, ,,,,,,,,,,10,13.8,,,,,,
24.09.2021 20:00,24.3,755.3,760.9,1.5,46,Wind blowing from the north-northwest,6,,,no clouds, ,,,,28,,,,,,10,11.9,,,,,,
24.09.2021 17:00,27.1,753.8,759.3,0.1,39,Wind blowing from the west-northwest,6,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11.8,,,,,,
24.09.2021 14:00,27.7,753.7,759.2,-1.7,41,Wind blowing from the west-northwest,5,,,70 � 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 � 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,13.3,,,,,,
24.09.2021 11:00,26.1,755.4,760.9,1.6,50,Wind blowing from the west-northwest,5,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,14.9,,,,,,
24.09.2021 08:00,23.9,753.8,759.4,0.9,64,Wind blowing from the north-northwest,5,,,20�30%., ,,,23.1,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,16.7,,,,,,
24.09.2021 05:00,23.7,752.9,758.5,0.2,74,Wind blowing from the north-northwest,4,,,20�30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,18.8,,,,,,
24.09.2021 02:00,24.9,752.7,758.2,-0.2,75,Wind blowing from the west-northwest,4,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,20.2,,,,,,
23.09.2021 23:00,26.2,752.9,758.4,0.4,68,Wind blowing from the north-west,5,,,no clouds, ,,,,,,,,,,10,19.8,,,,,,
23.09.2021 20:00,28.4,752.5,758,1.2,57,Wind blowing from the west-northwest,5,,,no clouds, ,,,,33.3,,,,,,10,19.1,,,,,,
23.09.2021 17:00,32.7,751.3,756.7,-1.5,36,Wind blowing from the west-northwest,5,,,no clouds, ,,,,,,,,,,10,15.7,,,,,,
